time,x-acceleration,y-acceleration,z-acceleration
16.300,0.759,1.999,0.120
16.320,0.760,1.999,0.103
16.340,0.624,1.999,0.018
16.360,0.555,0.001,-0.130
16.380,0.666,-1.114,-0.184
16.400,0.753,-1.820,-0.157
16.420,0.839,-2.000,-0.153
16.440,0.691,-1.085,-0.146
16.460,0.598,0.087,-0.120
16.480,0.567,1.398,-0.055
16.500,0.640,1.999,0.051
16.520,0.748,1.999,0.108
16.540,0.677,1.999,0.045
16.560,0.621,1.999,-0.050
16.580,0.541,0.757,-0.113
16.600,0.726,-1.482,-0.147
16.620,0.809,-1.984,-0.159
16.640,0.805,-1.987,-0.158
16.660,0.747,-1.566,-0.170
16.680,0.562,0.607,-0.098
16.700,0.581,1.999,0.002
16.720,0.656,1.999,0.088
16.740,0.748,1.999,0.136
16.760,0.794,-2.000,-0.159
16.780,0.773,-1.873,-0.147
16.800,0.682,-1.208,-0.139
16.820,0.631,-0.084,-0.108
16.840,0.610,1.999,0.048
16.860,0.683,1.999,0.105
16.880,0.760,1.999,0.140
16.900,0.689,1.999,0.068
16.920,0.564,0.912,-0.100
16.940,0.609,-0.415,-0.157
16.960,0.717,-1.379,-0.170
16.980,0.787,-1.947,-0.152
17.000,0.754,-1.638,-0.168
17.020,0.684,-0.728,-0.130
17.040,0.578,0.494,-0.102
17.060,0.624,1.886,-0.002
17.080,0.776,1.999,0.136
17.100,0.775,1.999,0.087
17.120,0.666,1.999,0.025
17.140,0.587,1.696,-0.071
17.160,0.665,-0.889,-0.161
17.180,0.743,-1.709,-0.155
17.200,0.790,-2.000,-0.172
17.220,0.782,-1.876,-0.147
17.240,0.609,-0.237,-0.116
17.260,0.530,1.095,-0.061
17.280,0.601,1.999,0.047
17.300,0.707,1.999,0.112
17.320,0.702,1.999,0.080
17.340,0.591,1.999,-0.002
17.360,0.546,1.053,-0.100
17.380,0.536,-0.274,-0.152
17.400,0.772,-1.931,-0.143
17.420,0.839,-2.000,-0.145
17.440,0.767,-1.698,-0.163
17.460,0.687,-0.893,-0.125
17.480,0.592,1.710,-0.011
17.500,0.638,1.999,0.071
17.520,0.725,1.999,0.140
17.540,0.787,1.999,0.107
17.560,0.609,1.881,-0.066
17.580,0.566,0.435,-0.112
17.600,0.626,-0.778,-0.165
17.620,0.739,-1.626,-0.153
17.640,0.834,-1.928,-0.143
17.660,0.731,-1.387,-0.157
17.680,0.635,-0.335,-0.133
17.700,0.556,0.946,-0.084
17.720,0.689,1.999,0.097
17.740,0.782,1.999,0.140
17.760,0.739,1.999,0.087
17.780,0.625,1.999,0.004
17.800,0.592,-0.144,-0.142
17.820,0.681,-1.202,-0.132
17.840,0.801,-1.907,-0.172
17.860,0.796,-2.000,-0.146
17.880,0.674,-1.013,-0.124
17.900,0.558,0.181,-0.120
17.920,0.568,1.516,-0.013
17.940,0.663,1.999,0.056
17.960,0.760,1.999,0.102
17.980,0.653,1.999,0.065
18.000,0.595,1.976,-0.046
18.020,0.528,0.559,-0.105
18.040,0.728,-1.570,-0.169
18.060,0.815,-2.000,-0.141
18.080,0.833,-1.970,-0.142
18.100,0.727,-1.464,-0.153
18.120,0.572,0.776,-0.076
18.140,0.626,1.999,0.025
18.160,0.689,1.999,0.087
18.180,0.769,1.999,0.109
18.200,0.640,1.999,0.024
18.220,0.584,1.415,-0.097
18.240,0.564,0.015,-0.142
18.260,0.625,-1.088,-0.186
18.280,0.803,-1.816,-0.161
18.300,0.708,-1.103,-0.116
18.320,0.617,0.071,-0.098
18.340,0.590,1.391,-0.030
18.360,0.571,-0.591,-0.157
18.380,0.722,-1.527,-0.150
18.400,0.776,-1.988,-0.167
18.420,0.810,-2.000,-0.143
18.440,0.644,-0.658,-0.118
18.460,0.540,0.625,-0.098
18.480,0.598,1.999,0.012
18.500,0.673,1.999,0.095
18.520,0.758,1.999,0.105
18.540,0.690,1.999,0.032
18.560,0.587,1.518,-0.081
18.580,0.544,0.135,-0.131
18.600,0.739,-1.743,-0.142
18.620,0.852,-2.000,-0.159
18.640,0.796,-1.846,-0.159
18.660,0.697,-1.188,-0.144
18.680,0.557,1.270,-0.044
18.700,0.655,1.999,0.052
18.720,0.759,1.999,0.117
18.740,0.778,1.999,0.132
18.760,0.602,1.999,-0.029
18.780,0.581,0.898,-0.091
18.800,0.590,-0.413,-0.159
18.820,0.691,-1.391,-0.135
18.840,0.831,-2.000,-0.138
18.860,0.732,-1.655,-0.181
18.880,0.662,-0.761,-0.115
18.900,0.575,0.483,-0.092
18.920,0.655,1.999,0.069
18.940,0.719,1.999,0.132
18.960,0.765,1.999,0.093
18.980,0.654,1.999,0.044
19.000,0.537,0.250,-0.125
19.020,0.637,-0.943,-0.162
19.040,0.748,-1.749,-0.165
19.060,0.825,-2.000,-0.144
19.080,0.706,-1.319,-0.150
19.100,0.627,-0.229,-0.123
19.120,0.555,1.120,-0.057
19.140,0.637,1.999,0.030
19.160,0.771,1.999,0.141
19.180,0.743,1.999,0.085
19.200,0.632,1.999,-0.007
19.220,0.572,1.063,-0.101
19.240,0.728,-1.319,-0.136
19.260,0.812,-1.883,-0.169
19.280,0.854,-2.000,-0.148
19.300,0.774,-1.688,-0.159
19.320,0.576,0.349,-0.106
19.340,0.580,1.726,-0.023
19.360,0.659,1.999,0.070
19.380,0.721,1.999,0.151
19.400,0.694,1.999,0.059
19.420,0.571,1.847,-0.063
19.440,0.529,0.399,-0.105
19.460,0.628,-0.830,-0.163
19.480,0.813,-2.000,-0.147
19.500,0.802,-1.978,-0.149
19.520,0.694,-1.423,-0.154
19.540,0.615,-0.349,-0.121
19.560,0.608,1.999,0.036
19.580,0.685,1.999,0.091
19.600,0.796,1.999,0.142
19.620,0.715,1.999,0.092
19.640,0.572,1.203,-0.092
19.660,0.570,-0.144,-0.152
19.680,0.687,-1.220,-0.148
19.700,0.781,-1.868,-0.177
19.720,0.767,-1.736,-0.184
19.740,0.677,-0.959,-0.159
19.760,0.571,0.237,-0.120
19.780,0.599,1.607,-0.016
19.800,0.753,1.999,0.135
19.820,0.790,1.999,0.108
19.840,0.694,1.999,0.068
19.860,0.616,1.999,-0.058
19.880,0.640,-0.689,-0.156
19.900,0.733,-1.554,-0.147
19.920,0.791,-2.000,-0.179
19.940,0.803,-1.976,-0.151
19.960,0.650,-0.508,-0.114
19.980,0.545,0.793,-0.074
20.000,0.597,1.999,0.033
20.020,0.666,1.999,0.106
20.040,0.753,1.999,0.102
20.060,0.617,1.999,0.021
20.080,0.553,1.323,-0.083
20.100,0.508,-0.070,-0.137
20.120,0.720,-1.796,-0.149
20.140,0.827,-2.000,-0.154
20.160,0.790,-1.875,-0.151
20.180,0.698,-1.079,-0.129
20.200,0.556,1.397,-0.029
20.220,0.662,1.999,0.049
20.240,0.724,1.999,0.126
20.260,0.782,1.999,0.106
20.280,0.614,1.999,-0.052
20.300,0.563,0.728,-0.106
20.320,0.587,-0.494,-0.174
20.340,0.727,-1.443,-0.162
20.360,0.829,-1.970,-0.151
20.380,0.769,-1.543,-0.159
20.400,0.673,-0.581,-0.115
20.420,0.564,0.667,-0.095
20.440,0.668,1.999,0.087
20.460,0.791,1.999,0.138
20.480,0.784,1.999,0.099
20.500,0.701,1.999,0.033
20.520,0.541,0.125,-0.120
20.540,0.656,-1.023,-0.166
20.560,0.750,-1.795,-0.151
20.580,0.806,-2.000,-0.145
20.600,0.673,-1.236,-0.147
20.620,0.582,-0.081,-0.132
20.640,0.529,1.252,-0.042
20.660,0.622,1.999,0.060
20.680,0.754,1.999,0.136
20.700,0.678,1.999,0.074
20.720,0.590,1.999,-0.030
20.740,0.559,0.853,-0.098
20.760,0.723,-1.422,-0.142
20.780,0.819,-1.947,-0.156
20.800,0.805,-2.000,-0.157
20.820,0.738,-1.638,-0.159
20.840,0.621,1.906,-0.007
20.860,0.704,1.999,0.085
20.880,0.798,1.999,0.153
20.900,0.797,1.999,0.108
20.920,0.576,1.710,-0.082
20.940,0.563,0.275,-0.118
20.960,0.661,-0.877,-0.182
20.980,0.746,-1.709,-0.174
21.000,0.822,-1.906,-0.162
21.020,0.708,-1.296,-0.161
21.040,0.623,-0.200,-0.134
21.060,0.582,1.104,-0.057
21.080,0.732,1.999,0.098
21.100,0.765,1.999,0.123
21.120,0.705,1.999,0.062
21.140,0.625,1.999,0.000
21.160,0.559,-0.273,-0.159
21.180,0.655,-1.341,-0.167
21.200,0.776,-1.961,-0.152
21.220,0.799,-2.000,-0.150
21.240,0.683,-0.871,-0.124
21.260,0.560,0.334,-0.093
21.280,0.552,1.751,-0.008
21.300,0.652,1.999,0.070
21.320,0.762,1.999,0.094
21.340,0.667,1.999,0.065
21.360,0.595,1.840,-0.065
21.380,0.545,0.428,-0.108
21.400,0.716,-1.655,-0.194
21.420,0.804,-2.000,-0.139
21.440,0.812,-1.929,-0.171
21.460,0.712,-1.370,-0.168
21.480,0.581,0.969,-0.063
21.500,0.623,1.999,0.026
21.520,0.694,1.999,0.088
21.540,0.814,1.999,0.134
21.560,0.619,1.999,-0.012
21.580,0.593,1.203,-0.105
21.600,0.585,-0.161,-0.158
21.620,0.704,-1.284,-0.146
21.640,0.840,-2.000,-0.158
21.660,0.777,-1.774,-0.165
21.680,0.677,-0.997,-0.132
21.700,0.573,0.219,-0.109
21.720,0.674,1.999,0.080
21.740,0.725,1.999,0.147
21.760,0.773,1.999,0.110
21.780,0.661,1.999,0.054
21.800,0.540,0.540,-0.096
21.820,0.615,-0.633,-0.156
21.840,0.724,-1.562,-0.157
21.860,0.780,-2.000,-0.165
21.880,0.725,-1.494,-0.169
21.900,0.639,-0.482,-0.117
21.920,0.563,0.788,-0.078
21.940,0.618,1.999,0.043
21.960,0.769,1.999,0.125
21.980,0.731,1.999,0.108
22.000,0.643,1.999,0.034
22.020,0.597,1.353,-0.083
22.040,0.659,-1.140,-0.183
22.060,0.775,-1.847,-0.164
22.080,0.866,-2.000,-0.138
22.100,0.795,-1.795,-0.174
22.120,0.599,0.076,-0.122
22.140,0.557,1.415,-0.037
22.160,0.666,1.999,0.041
22.180,0.708,1.999,0.113
22.200,0.710,1.999,0.079
22.220,0.617,1.999,-0.048
22.240,0.560,0.717,-0.096
22.260,0.618,-0.619,-0.162
22.280,0.783,-1.973,-0.165
22.300,0.814,-1.994,-0.153
22.320,0.748,-1.569,-0.150
22.340,0.650,-0.610,-0.123
22.360,0.598,1.999,-0.003
22.380,0.658,1.999,0.093
22.400,0.758,1.999,0.129
22.420,0.759,1.999,0.102
22.440,0.561,1.515,-0.078
22.460,0.550,0.103,-0.125
22.480,0.637,-1.015,-0.158
22.500,0.739,-1.779,-0.163
22.520,0.800,-1.873,-0.160
22.540,0.688,-1.201,-0.152
22.560,0.592,-0.052,-0.132
22.580,0.542,1.288,-0.046
22.600,0.744,1.999,0.127
22.620,0.770,1.999,0.123
22.640,0.693,1.999,0.063
22.660,0.604,1.999,-0.035
22.680,0.614,-0.452,-0.147
22.700,0.736,-1.431,-0.153
22.720,0.812,-1.987,-0.148
22.740,0.817,-2.000,-0.156
22.760,0.677,-0.729,-0.115
22.780,0.599,0.521,-0.094
22.800,0.625,1.913,0.010
22.820,0.661,1.999,0.068
22.840,0.754,1.999,0.089
22.860,0.652,1.999,0.043
22.880,0.601,1.661,-0.074
22.900,0.539,0.247,-0.124
22.920,0.707,-1.734,-0.183
22.940,0.801,-2.000,-0.161
22.960,0.802,-1.903,-0.174
22.980,0.664,-1.294,-0.164
23.000,0.554,1.115,-0.049
23.020,0.638,1.999,0.038
23.040,0.759,1.999,0.106
23.060,0.768,1.999,0.147
23.080,0.638,1.999,-0.020
23.100,0.545,1.023,-0.098
23.120,0.566,-0.309,-0.168
23.140,0.694,-1.324,-0.149
23.160,0.837,-2.000,-0.166
23.180,0.779,-1.688,-0.161
23.200,0.676,-0.858,-0.124
23.220,0.576,0.386,-0.098
23.240,0.667,1.999,0.071
23.260,0.758,1.999,0.134
23.280,0.761,1.999,0.110
23.300,0.714,1.999,0.051
23.320,0.531,0.382,-0.114
23.340,0.620,-0.315,-0.143
23.360,0.570,0.972,-0.069
23.380,0.585,1.999,0.021
23.400,0.691,1.999,0.089
23.420,0.725,1.999,0.091
23.440,0.605,1.999,0.007
23.460,0.556,1.174,-0.096
23.480,0.574,-0.182,-0.148
23.500,0.752,-1.884,-0.164
23.520,0.823,-2.000,-0.150
23.540,0.764,-1.759,-0.159
23.560,0.663,-0.959,-0.138
23.580,0.602,1.589,-0.032
23.600,0.658,1.999,0.047
23.620,0.695,1.999,0.118
23.640,0.794,1.999,0.111
23.660,0.627,1.971,-0.047
23.680,0.549,0.541,-0.101
23.700,0.629,-0.682,-0.160
23.720,0.753,-1.593,-0.153
23.740,0.819,-1.956,-0.150
23.760,0.730,-1.463,-0.162
23.780,0.662,-0.450,-0.104
23.800,0.589,0.837,-0.074
23.820,0.690,1.999,0.094
23.840,0.774,1.999,0.130
23.860,0.752,1.999,0.102
23.880,0.651,1.999,0.027
23.900,0.565,-0.057,-0.141
23.920,0.623,-1.153,-0.174
23.940,0.745,-1.838,-0.162
23.960,0.809,-2.000,-0.171
23.980,0.689,-1.084,-0.117
24.000,0.614,0.091,-0.111
24.020,0.558,1.426,-0.029
24.040,0.643,1.999,0.062
24.060,0.767,1.999,0.102
24.080,0.666,1.999,0.062
24.100,0.601,1.999,-0.045
24.120,0.560,0.644,-0.098
24.140,0.739,-1.501,-0.179
24.160,0.812,-2.000,-0.155
24.180,0.828,-2.000,-0.153
24.200,0.744,-1.547,-0.164
24.220,0.557,0.679,-0.103
24.240,0.587,1.999,-0.008
24.260,0.683,1.999,0.083
24.280,0.788,1.999,0.126
24.300,0.673,1.999,0.007
24.320,0.537,1.494,-0.101
24.340,0.548,0.119,-0.133
24.360,0.662,-1.028,-0.192
24.380,0.805,-2.000,-0.137
24.400,0.823,-1.836,-0.163
24.420,0.729,-1.193,-0.131
24.440,0.623,-0.027,-0.106
24.460,0.645,1.999,0.063
24.480,0.733,1.999,0.110
24.500,0.755,1.999,0.134
24.520,0.705,1.999,0.086
24.540,0.539,0.825,-0.101
24.560,0.535,-0.437,-0.167
24.580,0.700,-1.424,-0.149
24.600,0.787,-1.971,-0.155
24.620,0.722,-1.645,-0.183
24.640,0.631,-0.731,-0.124
24.660,0.564,0.501,-0.097
24.680,0.588,1.905,-0.011
24.700,0.781,1.999,0.142
24.720,0.768,1.999,0.107
24.740,0.655,1.999,0.027
24.760,0.598,1.653,-0.084
24.780,0.658,-0.955,-0.193
24.800,0.723,-1.702,-0.178
24.820,0.813,-2.000,-0.165
24.840,0.808,-1.902,-0.169
24.860,0.636,-0.141,-0.117
24.880,0.579,1.166,-0.057
24.900,0.647,1.999,0.047
24.920,0.740,1.999,0.098
24.940,0.729,1.999,0.072
24.960,0.615,1.999,-0.017
24.980,0.795,-1.952,-0.190
25.000,0.800,-2.000,-0.144
25.020,0.764,-1.685,-0.176
25.040,0.678,-0.859,-0.133
25.060,0.586,1.757,-0.005
25.080,0.662,1.999,0.079
25.100,0.735,1.999,0.138
25.120,0.764,1.999,0.114
25.140,0.601,1.762,-0.045
25.160,0.535,0.358,-0.113
25.180,0.628,-0.836,-0.159
25.200,0.740,-1.687,-0.142
25.220,0.798,-1.938,-0.156
25.240,0.707,-1.360,-0.159
25.260,0.635,-0.329,-0.131
25.280,0.537,0.963,-0.078
25.300,0.708,1.999,0.085
25.320,0.775,1.999,0.143
25.340,0.738,1.999,0.073
25.360,0.599,1.999,-0.012
25.380,0.583,-0.204,-0.158
25.400,0.711,-1.261,-0.140
25.420,0.804,-1.874,-0.157
25.440,0.831,-2.000,-0.162
25.460,0.657,-0.908,-0.130
25.480,0.583,0.270,-0.131
25.500,0.570,1.649,-0.036
25.520,0.682,1.999,0.064
25.540,0.796,1.999,0.117
25.560,0.687,1.999,0.039
25.580,0.566,1.969,-0.061
25.600,0.548,0.517,-0.098
25.620,0.739,-1.594,-0.164
25.640,0.783,-2.000,-0.148
25.660,0.784,-1.983,-0.157
25.680,0.701,-1.467,-0.156
25.700,0.557,0.816,-0.075
25.720,0.596,1.999,0.051
25.740,0.688,1.999,0.110
25.760,0.766,1.999,0.145
25.780,0.600,1.999,0.020
25.800,0.576,1.287,-0.091
25.820,0.561,-0.049,-0.137
25.840,0.698,-1.170,-0.156
25.860,0.775,-1.788,-0.159
25.880,0.715,-1.024,-0.112
25.900,0.619,0.108,-0.091
25.920,0.574,1.472,-0.024
25.940,0.730,1.999,0.119
25.960,0.786,1.999,0.097
25.980,0.698,1.999,0.069
26.000,0.643,1.999,-0.041
26.020,0.614,-0.622,-0.176
26.040,0.727,-1.526,-0.158
26.060,0.821,-2.000,-0.164
26.080,0.823,-1.972,-0.158
26.100,0.628,-0.560,-0.137
26.120,0.545,0.675,-0.086
26.140,0.602,1.999,0.002
26.160,0.667,1.999,0.093
26.180,0.735,1.999,0.084
26.200,0.641,1.999,0.028
26.220,0.555,1.467,-0.088
26.240,0.569,0.067,-0.133
26.260,0.784,-1.821,-0.155
26.280,0.828,-2.000,-0.129
26.300,0.763,-1.850,-0.170
26.320,0.675,-1.177,-0.130
26.340,0.534,1.328,-0.036
26.360,0.650,1.999,0.051
26.380,0.715,1.999,0.121
26.400,0.752,1.999,0.125
26.420,0.620,1.999,-0.026
26.440,0.570,0.815,-0.098
26.460,0.588,-0.468,-0.162
26.480,0.716,-1.417,-0.152
26.500,0.850,-2.000,-0.142
26.520,0.748,-1.578,-0.148
26.540,0.680,-0.674,-0.125
26.560,0.568,0.555,-0.096
26.580,0.691,1.999,0.083
26.600,0.798,1.999,0.146
26.620,0.564,0.207,-0.133
26.640,0.653,-0.970,-0.181
26.660,0.722,-1.743,-0.167
26.680,0.812,-2.000,-0.149
26.700,0.688,-1.277,-0.136
26.720,0.607,-0.162,-0.125
26.740,0.576,1.121,-0.045
26.760,0.629,1.999,0.039
26.780,0.739,1.999,0.135
26.800,0.714,1.999,0.087
26.820,0.609,1.999,-0.005
26.840,0.535,0.993,-0.107
26.860,0.686,-1.392,-0.148
26.880,0.770,-1.936,-0.179
26.900,0.812,-2.000,-0.152
26.920,0.745,-1.672,-0.163
26.940,0.572,0.411,-0.091
26.960,0.582,1.821,-0.012
26.980,0.666,1.999,0.058
27.000,0.692,1.999,0.127
27.020,0.677,1.999,0.048
27.040,0.609,1.818,-0.079
27.060,0.547,0.347,-0.119
27.080,0.630,-0.853,-0.167
27.100,0.816,-2.000,-0.164
27.120,0.823,-1.916,-0.157
27.140,0.724,-1.361,-0.141
27.160,0.658,-0.290,-0.113
27.180,0.628,1.999,0.044
27.200,0.673,1.999,0.088
27.220,0.770,1.999,0.132
27.240,0.734,1.999,0.083
27.260,0.572,1.135,-0.088
27.280,0.586,-0.254,-0.154
27.300,0.673,-1.281,-0.130
27.320,0.789,-1.916,-0.168
27.340,0.760,-1.748,-0.162
27.360,0.636,-0.941,-0.138
27.380,0.538,0.257,-0.109
27.400,0.590,1.619,-0.012
27.420,0.711,1.999,0.145
27.440,0.765,1.999,0.100
27.460,0.687,1.999,0.062
27.480,0.588,1.939,-0.067
27.500,0.578,-0.728,-0.169
27.520,0.703,-1.586,-0.172
27.540,0.790,-2.000,-0.157
27.560,0.794,-1.948,-0.166
27.580,0.637,-0.431,-0.125
27.600,0.542,0.875,-0.077
27.620,0.615,1.999,0.027
27.640,0.686,1.999,0.083
27.660,0.717,1.999,0.088
27.680,0.629,1.999,0.014
27.700,0.598,1.283,-0.084
27.720,0.569,-0.084,-0.139
27.740,0.750,-1.843,-0.179
27.760,0.833,-2.000,-0.147
27.780,0.779,-1.800,-0.169
27.800,0.699,-1.064,-0.130
27.820,0.578,1.494,-0.021
27.840,0.656,1.999,0.047
27.860,0.706,1.999,0.133
27.880,0.774,1.999,0.120
27.900,0.617,1.999,-0.030
27.920,0.578,0.650,-0.090
27.940,0.588,-0.599,-0.158
27.960,0.704,-1.486,-0.194
27.980,0.824,-1.989,-0.151
28.000,0.705,-1.536,-0.170
28.020,0.626,-0.530,-0.117
28.040,0.541,0.710,-0.083
28.060,0.554,0.054,-0.132
28.080,0.697,-1.093,-0.144
28.100,0.770,-1.785,-0.173
28.120,0.826,-2.000,-0.153
28.140,0.708,-1.154,-0.148
28.160,0.609,0.008,-0.125
28.180,0.551,1.331,-0.056
28.200,0.757,1.999,0.118
28.220,0.701,1.999,0.073
28.240,0.596,1.999,-0.038
28.260,0.520,0.810,-0.119
28.280,0.709,-1.449,-0.137
28.300,0.777,-1.973,-0.161
28.320,0.834,-2.000,-0.133
28.340,0.755,-1.611,-0.155
28.360,0.574,1.957,-0.004
28.380,0.643,1.999,0.087
28.400,0.757,1.999,0.143
28.420,0.774,1.999,0.117
28.440,0.562,1.619,-0.070
28.460,0.582,0.162,-0.138
28.480,0.646,-0.965,-0.156
28.500,0.757,-1.751,-0.171
28.520,0.785,-1.900,-0.171
28.540,0.676,-1.255,-0.148
28.560,0.603,-0.125,-0.136
28.580,0.591,1.172,-0.057
28.600,0.757,1.999,0.105
28.620,0.762,1.999,0.141
28.640,0.763,1.999,0.080
28.660,0.621,1.999,-0.013
28.680,0.596,-0.368,-0.163
28.700,0.725,-1.351,-0.172
28.720,0.793,-1.947,-0.164
28.740,0.814,-2.000,-0.169
28.760,0.688,-0.792,-0.121
28.780,0.563,0.419,-0.114
28.800,0.597,1.821,-0.004
28.820,0.666,1.999,0.079
28.840,0.773,1.999,0.091
28.860,0.666,1.999,0.041
28.880,0.575,1.747,-0.072
28.900,0.537,0.318,-0.106
28.920,0.748,-1.699,-0.160
28.940,0.804,-2.000,-0.160
28.960,0.801,-1.921,-0.146
28.980,0.718,-1.345,-0.151
29.000,0.561,0.988,-0.054
29.020,0.601,1.999,0.045
29.040,0.705,1.999,0.093
29.060,0.767,1.999,0.152
29.080,0.617,1.999,0.013
29.100,0.562,1.126,-0.105
29.120,0.596,-0.242,-0.142
29.140,0.658,-1.287,-0.153
29.160,0.856,-2.000,-0.135
29.180,0.795,-1.729,-0.150
29.200,0.689,-0.917,-0.136
29.220,0.556,0.280,-0.116
29.240,0.688,1.999,0.059
29.260,0.753,1.999,0.139
29.280,0.781,1.999,0.108
29.300,0.678,1.999,0.039
29.320,0.564,0.484,-0.115
29.340,0.641,-0.751,-0.157
29.360,0.722,-1.634,-0.170
29.380,0.762,-2.000,-0.185
29.400,0.729,-1.442,-0.163
29.420,0.656,-0.446,-0.123
29.440,0.537,0.898,-0.088
29.460,0.615,1.999,0.038
29.480,0.766,1.999,0.149
29.500,0.725,1.999,0.093
29.520,0.600,1.999,0.014
29.540,0.570,1.259,-0.071
29.560,0.658,-1.170,-0.168
29.580,0.748,-1.897,-0.158
29.600,0.818,-2.000,-0.141
29.620,0.770,-1.803,-0.155
29.640,0.693,1.999,0.067
29.660,0.628,1.999,-0.022
29.680,0.562,0.629,-0.104
29.700,0.623,-0.650,-0.177
29.720,0.792,-2.000,-0.177
29.740,0.836,-1.964,-0.155
29.760,0.736,-1.497,-0.170
29.780,0.635,1.999,0.029
29.800,0.715,1.999,0.099
29.820,0.782,1.999,0.136
29.840,0.779,1.999,0.080
29.860,0.576,1.451,-0.092
29.880,0.531,0.067,-0.134
29.900,0.655,-1.105,-0.168
29.920,0.736,-1.802,-0.164
29.940,0.788,-1.827,-0.160
29.960,0.694,-1.142,-0.146
29.980,0.601,-0.008,-0.116
30.000,0.539,1.353,-0.046
30.020,0.711,1.999,0.114
30.040,0.754,1.999,0.132
30.060,0.677,1.999,0.080
30.080,0.614,1.999,-0.029
30.100,0.559,-0.534,-0.178
30.120,0.699,-1.487,-0.141
30.140,0.776,-2.000,-0.167
30.160,0.817,-2.000,-0.134
30.180,0.653,-0.675,-0.119
30.200,0.552,0.584,-0.102
30.220,0.611,1.994,0.003
30.240,0.687,1.999,0.107
30.260,0.774,1.999,0.110
30.280,0.668,1.999,0.021
30.300,0.574,1.586,-0.091
30.320,0.556,0.178,-0.125
30.340,0.735,-1.745,-0.161
30.360,0.830,-2.000,-0.146
30.380,0.812,-1.865,-0.155
30.400,0.694,-1.217,-0.166
30.420,0.582,1.218,-0.049
30.440,0.667,1.999,0.051
30.460,0.739,1.999,0.108
30.480,0.766,1.999,0.135
30.500,0.613,1.999,-0.016
30.520,0.564,0.943,-0.094
30.540,0.541,-0.382,-0.159
30.560,0.676,-1.410,-0.167
30.580,0.814,-2.000,-0.140
30.600,0.747,-1.676,-0.158
30.620,0.651,-0.820,-0.127
30.640,0.546,0.411,-0.099
30.660,0.678,1.999,0.095
30.680,0.736,1.999,0.144
30.700,0.766,1.999,0.108
30.720,0.664,1.999,0.057
30.740,0.532,0.294,-0.114
30.760,0.669,-0.917,-0.169
30.780,0.742,-1.688,-0.137
30.800,0.823,-2.000,-0.164
30.820,0.637,-0.242,-0.124
30.840,0.599,1.054,-0.054
30.860,0.620,1.999,0.027
30.880,0.702,1.999,0.083
30.900,0.753,1.999,0.090
30.920,0.625,1.999,-0.003
30.940,0.573,1.106,-0.095
30.960,0.572,-0.271,-0.167
30.980,0.782,-1.868,-0.167
31.000,0.829,-2.000,-0.153
31.020,0.753,-1.715,-0.167
31.040,0.665,-0.893,-0.138
31.060,0.565,1.683,-0.030
31.080,0.658,1.999,0.058
31.100,0.710,1.999,0.143
31.120,0.752,1.999,0.106
31.140,0.568,1.897,-0.048
31.160,0.534,0.463,-0.116
31.180,0.628,-0.771,-0.167
31.200,0.744,-1.646,-0.166
31.220,0.689,1.999,0.094
31.240,0.750,1.999,0.119
31.260,0.741,1.999,0.083
31.280,0.615,1.999,0.000
31.300,0.582,-0.130,-0.147
31.320,0.604,-1.190,-0.189
31.340,0.729,-1.856,-0.167
31.360,0.827,-2.000,-0.164
31.380,0.712,-0.994,-0.128
31.400,0.606,0.185,-0.104
31.420,0.589,1.555,-0.020
31.440,0.666,1.999,0.057
31.460,0.778,1.999,0.114
31.480,0.693,1.999,0.075
31.500,0.615,1.999,-0.047
31.520,0.551,0.579,-0.104
31.540,0.722,-1.567,-0.151
31.560,0.804,-1.996,-0.187
31.580,0.828,-1.998,-0.153
31.600,0.703,-1.513,-0.165
31.620,0.571,0.757,-0.077
31.640,0.604,1.999,0.022
31.660,0.673,1.999,0.096
31.680,0.753,1.999,0.137
31.700,0.634,1.999,0.019
31.720,0.550,1.381,-0.087
31.740,0.569,-0.004,-0.129
31.760,0.696,-1.152,-0.177
31.780,0.832,-2.000,-0.154
31.800,0.794,-1.820,-0.149
31.820,0.717,-1.121,-0.144
31.840,0.590,0.044,-0.127
31.860,0.651,1.999,0.045
31.880,0.748,1.999,0.113
31.900,0.755,1.999,0.124
31.920,0.729,1.999,0.075
31.940,0.553,0.762,-0.095
31.960,0.609,-0.511,-0.149
31.980,0.757,-1.462,-0.146
32.000,0.833,-1.996,-0.154
32.020,0.723,-1.555,-0.176
32.040,0.646,-0.630,-0.122
32.060,0.555,0.620,-0.094
32.080,0.589,1.999,-0.008
32.100,0.767,1.999,0.140
32.120,0.762,1.999,0.110
32.140,0.640,1.999,0.032
32.160,0.554,1.544,-0.086
32.180,0.647,-1.010,-0.149
32.200,0.728,-1.766,-0.163
32.220,0.795,-2.000,-0.151
32.240,0.791,-1.911,-0.147
32.260,0.590,-0.088,-0.117
32.280,0.535,1.239,-0.048
32.300,0.630,1.999,0.054
32.320,0.705,1.999,0.103
32.340,0.717,1.999,0.090
32.360,0.612,1.999,-0.012
32.380,0.576,0.925,-0.092
32.400,0.617,-0.426,-0.145
32.420,0.834,-1.976,-0.177
32.440,0.811,-2.000,-0.146
32.460,0.761,-1.629,-0.167
32.480,0.658,-0.753,-0.135
32.500,0.610,1.880,-0.012
32.520,0.670,1.999,0.088
32.540,0.740,1.999,0.141
32.560,0.791,1.999,0.084
32.580,0.594,1.734,-0.078
32.600,0.569,0.255,-0.113
