time,x-acceleration,y-acceleration,z-acceleration
50.120,0.599,1.999,-0.034
50.140,0.569,0.935,-0.110
50.160,0.588,-0.424,-0.161
50.180,0.801,-1.946,-0.168
50.200,0.837,-2.000,-0.136
50.220,0.753,-1.647,-0.166
50.240,0.662,-0.785,-0.126
50.260,0.622,1.887,-0.014
50.280,0.671,1.999,0.076
50.300,0.767,1.999,0.142
50.320,0.773,1.999,0.092
50.340,0.603,1.730,-0.075
50.360,0.538,0.283,-0.129
50.380,0.641,-0.904,-0.191
50.400,0.724,-1.694,-0.158
50.420,0.796,-1.913,-0.158
50.440,0.707,-1.334,-0.144
50.460,0.622,-0.260,-0.131
50.480,0.541,1.050,-0.066
50.500,0.703,1.999,0.102
50.520,0.775,1.999,0.142
50.540,0.720,1.999,0.083
50.560,0.598,1.999,0.003
50.580,0.533,-0.310,-0.165
50.600,0.685,-1.365,-0.157
50.620,0.780,-1.926,-0.140
50.640,0.843,-2.000,-0.151
50.660,0.655,-0.881,-0.125
50.680,0.584,0.315,-0.109
50.700,0.577,1.707,-0.018
50.720,0.654,1.999,0.051
50.740,0.757,-1.636,-0.139
50.760,0.818,-2.000,-0.163
50.780,0.820,-1.927,-0.136
50.800,0.726,-1.426,-0.159
50.820,0.556,0.933,-0.074
50.840,0.629,1.999,0.030
50.860,0.701,1.999,0.085
50.880,0.777,1.999,0.140
50.900,0.548,1.220,-0.111
50.920,0.555,-0.156,-0.161
50.940,0.689,-1.243,-0.129
50.960,0.789,-1.882,-0.150
50.980,0.763,-1.799,-0.173
51.000,0.660,-1.012,-0.127
51.020,0.571,0.193,-0.118
51.040,0.578,1.541,-0.032
51.060,0.709,1.999,0.137
51.080,0.779,1.999,0.128
51.100,0.687,1.999,0.060
51.120,0.583,1.999,-0.051
51.140,0.625,-0.707,-0.155
51.160,0.718,-1.530,-0.167
51.180,0.795,-2.000,-0.159
51.200,0.795,-1.993,-0.151
51.220,0.643,-0.481,-0.119
51.240,0.568,0.801,-0.070
51.260,0.639,1.999,0.024
51.280,0.681,1.999,0.092
51.300,0.801,1.999,0.108
51.320,0.649,1.999,0.035
51.340,0.588,1.367,-0.081
51.360,0.559,-0.004,-0.134
51.380,0.743,-1.833,-0.190
51.400,0.811,-2.000,-0.154
51.420,0.779,-1.824,-0.178
51.440,0.699,-1.112,-0.142
51.460,0.543,1.393,-0.031
51.480,0.655,1.999,0.043
51.500,0.716,1.999,0.122
51.520,0.775,1.999,0.118
51.540,0.603,1.999,-0.046
51.560,0.531,0.686,-0.107
51.580,0.556,-0.559,-0.159
51.600,0.704,-1.496,-0.142
51.620,0.805,-2.000,-0.145
51.640,0.735,-1.563,-0.154
51.660,0.650,-0.630,-0.128
51.680,0.557,0.637,-0.081
51.700,0.652,1.999,0.096
51.720,0.774,1.999,0.135
51.740,0.763,1.999,0.102
51.760,0.658,1.999,0.030
51.780,0.550,0.118,-0.138
51.800,0.672,-1.062,-0.172
51.820,0.735,-1.754,-0.175
51.840,0.808,-2.000,-0.155
51.860,0.703,-1.207,-0.151
51.880,0.606,-0.041,-0.113
51.900,0.548,1.259,-0.072
51.920,0.638,1.999,0.050
51.940,0.782,1.999,0.134
51.960,0.712,1.999,0.077
51.980,0.625,1.999,-0.020
52.000,0.553,0.874,-0.098
52.020,0.721,-1.399,-0.151
52.040,0.806,-1.999,-0.146
52.060,0.820,-2.000,-0.138
52.080,0.745,-1.636,-0.167
52.100,0.554,0.489,-0.109
52.120,0.572,1.889,-0.004
52.140,0.660,1.999,0.092
52.160,0.766,1.999,0.141
52.180,0.650,1.999,0.038
52.200,0.575,1.678,-0.080
52.220,0.530,0.236,-0.128
52.240,0.660,-0.983,-0.161
52.260,0.833,-2.000,-0.149
52.280,0.789,-1.910,-0.148
52.300,0.699,-1.276,-0.141
52.320,0.633,-0.201,-0.110
52.340,0.642,1.999,0.041
52.360,0.552,1.064,-0.113
52.380,0.568,-0.317,-0.173
52.400,0.683,-1.349,-0.179
52.420,0.768,-1.930,-0.164
52.440,0.800,-1.708,-0.143
52.460,0.672,-0.862,-0.123
52.480,0.589,0.351,-0.104
52.500,0.581,1.762,-0.003
52.520,0.746,1.999,0.140
52.540,0.779,1.999,0.106
52.560,0.679,1.999,0.042
52.580,0.597,1.827,-0.067
52.600,0.594,-0.845,-0.188
52.620,0.719,-1.638,-0.162
52.640,0.762,-2.000,-0.168
52.660,0.804,-1.935,-0.136
52.680,0.654,-0.340,-0.125
52.700,0.528,0.955,-0.085
52.720,0.582,1.999,0.021
52.740,0.681,1.999,0.092
52.760,0.720,1.999,0.104
52.780,0.635,1.999,0.006
52.800,0.559,1.185,-0.096
52.820,0.559,-0.195,-0.160
52.840,0.766,-1.908,-0.168
52.860,0.824,-2.000,-0.126
52.880,0.788,-1.756,-0.167
52.900,0.642,-0.946,-0.155
52.920,0.582,1.580,-0.026
52.940,0.666,1.999,0.063
52.960,0.782,1.999,0.154
52.980,0.801,1.999,0.131
53.000,0.600,1.970,-0.060
53.020,0.544,0.558,-0.110
53.040,0.591,-0.707,-0.167
53.060,0.745,-1.609,-0.142
53.080,0.822,-1.960,-0.125
53.100,0.720,-1.459,-0.162
53.120,0.632,-0.457,-0.131
53.140,0.548,0.830,-0.084
53.160,0.694,1.999,0.091
53.180,0.768,1.999,0.130
53.200,0.737,1.999,0.098
53.220,0.626,1.999,0.016
53.240,0.528,-0.087,-0.152
53.260,0.665,-1.211,-0.158
53.280,0.731,-1.844,-0.155
53.300,0.822,-2.000,-0.167
53.320,0.685,-1.069,-0.114
53.340,0.600,0.104,-0.110
53.360,0.567,1.445,-0.023
53.380,0.666,1.999,0.052
53.400,0.782,1.999,0.132
53.420,0.688,1.999,0.070
53.440,0.616,1.999,-0.044
53.460,0.547,0.675,-0.098
53.480,0.823,-1.987,-0.137
53.500,0.846,-1.998,-0.145
53.520,0.734,-1.536,-0.163
53.540,0.653,-0.565,-0.125
53.560,0.617,1.999,0.021
53.580,0.694,1.999,0.099
53.600,0.786,1.999,0.128
53.620,0.766,1.999,0.089
53.640,0.554,1.484,-0.090
53.660,0.554,0.087,-0.139
53.680,0.686,-1.101,-0.187
53.700,0.783,-1.837,-0.158
53.720,0.778,-1.825,-0.157
53.740,0.695,-1.169,-0.137
53.760,0.603,-0.060,-0.102
53.780,0.533,1.295,-0.047
53.800,0.717,1.999,0.111
53.820,0.764,1.999,0.125
53.840,0.708,1.999,0.085
53.860,0.620,1.999,-0.031
53.880,0.570,-0.483,-0.143
53.900,0.714,-1.455,-0.141
53.920,0.820,-1.991,-0.124
53.940,0.838,-2.000,-0.143
53.960,0.631,-0.717,-0.133
53.980,0.758,1.999,0.092
54.000,0.665,1.999,0.024
54.020,0.593,1.653,-0.062
54.040,0.569,0.181,-0.138
54.060,0.748,-1.751,-0.154
54.080,0.815,-2.000,-0.156
54.100,0.803,-1.893,-0.156
54.120,0.705,-1.273,-0.131
54.140,0.580,1.184,-0.057
54.160,0.651,1.999,0.048
54.180,0.731,1.999,0.112
54.200,0.773,1.999,0.147
54.220,0.616,1.999,-0.013
54.240,0.545,0.990,-0.097
54.260,0.534,-0.383,-0.174
54.280,0.669,-1.394,-0.165
54.300,0.811,-2.000,-0.142
54.320,0.750,-1.692,-0.152
54.340,0.667,-0.848,-0.121
54.360,0.571,0.393,-0.098
54.380,0.666,1.999,0.083
54.400,0.736,1.999,0.133
54.420,0.772,1.999,0.112
54.440,0.690,1.999,0.063
54.460,0.525,0.326,-0.111
54.480,0.593,-0.846,-0.198
54.500,0.730,-1.683,-0.152
54.520,0.805,-2.000,-0.147
54.540,0.707,-1.369,-0.157
54.560,0.636,-0.285,-0.127
54.580,0.550,1.002,-0.069
54.600,0.619,1.999,0.032
54.620,0.778,1.999,0.123
54.640,0.722,1.999,0.091
54.660,0.633,1.999,-0.013
54.680,0.550,1.173,-0.095
54.700,0.677,-1.320,-0.168
54.720,0.787,-1.894,-0.161
54.740,0.836,-2.000,-0.151
54.760,0.774,-1.761,-0.165
54.780,0.584,0.271,-0.107
54.800,0.583,1.658,-0.025
54.820,0.666,1.999,0.073
54.840,0.726,1.999,0.139
54.860,0.683,1.999,0.060
54.880,0.584,1.921,-0.068
54.900,0.541,0.471,-0.107
54.920,0.620,-0.778,-0.132
54.940,0.832,-2.000,-0.158
54.960,0.805,-1.995,-0.146
54.980,0.705,-1.469,-0.153
55.000,0.635,-0.432,-0.131
55.020,0.597,1.999,0.036
55.040,0.675,1.999,0.098
55.060,0.798,1.999,0.130
55.080,0.711,1.999,0.090
55.100,0.571,1.281,-0.079
55.120,0.577,-0.106,-0.133
55.140,0.679,-1.203,-0.147
55.160,0.775,-1.856,-0.150
55.180,0.779,-1.801,-0.165
55.200,0.695,-1.019,-0.139
55.220,0.600,0.157,-0.111
55.240,0.583,1.503,-0.033
55.260,0.727,1.999,0.129
55.280,0.777,1.999,0.112
55.300,0.709,1.999,0.069
55.320,0.607,1.999,-0.027
55.340,0.614,-0.639,-0.167
55.360,0.711,-1.546,-0.175
55.380,0.772,-2.000,-0.185
55.400,0.797,-1.977,-0.155
55.420,0.636,-0.561,-0.121
55.440,0.562,0.707,-0.080
55.460,0.594,1.999,0.019
55.480,0.677,1.999,0.096
55.500,0.749,1.999,0.102
55.520,0.659,1.999,0.029
55.540,0.556,1.409,-0.088
55.560,0.552,0.011,-0.141
55.580,0.753,-1.802,-0.135
55.600,0.833,-2.000,-0.155
55.620,0.555,1.354,-0.042
55.640,0.636,1.999,0.041
55.660,0.732,1.999,0.113
55.680,0.793,1.999,0.141
55.700,0.608,1.999,-0.035
55.720,0.557,0.778,-0.101
55.740,0.584,-0.522,-0.161
55.760,0.729,-1.444,-0.176
55.780,0.855,-2.000,-0.136
55.800,0.752,-1.596,-0.155
55.820,0.654,-0.631,-0.115
55.840,0.546,0.600,-0.109
55.860,0.663,1.999,0.088
55.880,0.762,1.999,0.139
55.900,0.767,1.999,0.099
55.920,0.645,1.999,0.022
55.940,0.670,-1.003,-0.173
55.960,0.739,-1.790,-0.179
55.980,0.805,-2.000,-0.141
56.000,0.789,-1.880,-0.145
56.020,0.606,-0.130,-0.125
56.040,0.537,1.183,-0.062
56.060,0.623,1.999,0.040
56.080,0.720,1.999,0.111
56.100,0.706,1.999,0.089
56.120,0.609,1.999,-0.002
56.140,0.552,0.925,-0.107
56.160,0.574,-0.385,-0.152
56.180,0.782,-1.964,-0.159
56.200,0.828,-2.000,-0.151
56.220,0.734,-1.652,-0.166
56.240,0.654,-0.781,-0.136
56.260,0.615,1.848,-0.008
56.280,0.681,1.999,0.082
56.300,0.762,1.999,0.153
56.320,0.787,1.999,0.125
56.340,0.589,1.765,-0.067
56.360,0.546,0.296,-0.125
56.380,0.633,-0.917,-0.193
56.400,0.709,-1.694,-0.189
56.420,0.810,-1.921,-0.167
56.440,0.719,-1.341,-0.144
56.460,0.618,-0.258,-0.126
56.480,0.550,1.051,-0.067
56.500,0.720,1.999,0.102
56.520,0.779,1.999,0.132
56.540,0.717,1.999,0.084
56.560,0.604,1.999,-0.007
56.580,0.558,-0.269,-0.158
56.600,0.684,-1.313,-0.152
56.620,0.790,-1.919,-0.154
56.640,0.808,-2.000,-0.153
56.660,0.683,-0.895,-0.140
56.680,0.565,0.282,-0.121
56.700,0.563,1.686,-0.026
56.720,0.658,1.999,0.066
56.740,0.778,1.999,0.108
56.760,0.686,1.999,0.060
56.780,0.620,1.887,-0.047
56.800,0.566,0.438,-0.107
56.820,0.717,-1.620,-0.179
56.840,0.818,-2.000,-0.134
56.860,0.834,-1.940,-0.156
56.880,0.715,-1.392,-0.159
56.900,0.544,0.913,-0.074
56.920,0.616,1.999,0.028
56.940,0.704,1.999,0.090
56.960,0.759,1.999,0.135
56.980,0.615,1.999,0.001
57.000,0.541,1.280,-0.089
57.020,0.581,-0.143,-0.152
57.040,0.694,-1.257,-0.150
57.060,0.832,-2.000,-0.143
57.080,0.769,-1.769,-0.167
57.100,0.665,-1.033,-0.132
57.120,0.555,0.170,-0.118
57.140,0.650,1.999,0.047
57.160,0.713,1.999,0.127
57.180,0.788,1.999,0.121
57.200,0.684,1.999,0.062
57.220,0.511,0.585,-0.119
57.240,0.560,-0.674,-0.179
57.260,0.708,-1.572,-0.181
57.280,0.799,-2.000,-0.156
57.300,0.715,-1.496,-0.147
57.320,0.643,-0.502,-0.117
57.340,0.550,0.774,-0.091
57.360,0.625,1.999,0.022
57.380,0.794,1.999,0.140
57.400,0.788,1.999,0.090
57.420,0.633,1.999,0.034
57.440,0.589,1.410,-0.088
57.460,0.664,-1.123,-0.172
57.480,0.770,-1.830,-0.160
57.500,0.871,-2.000,-0.151
57.520,0.796,-1.831,-0.154
57.540,0.598,0.038,-0.107
57.560,0.552,1.379,-0.030
57.580,0.657,1.999,0.040
57.600,0.723,1.999,0.128
57.620,0.700,1.999,0.088
57.640,0.619,1.999,-0.028
57.660,0.543,0.752,-0.108
57.680,0.591,-0.589,-0.149
57.700,0.796,-2.000,-0.162
57.720,0.811,-1.997,-0.133
57.740,0.736,-1.571,-0.155
57.760,0.648,-0.654,-0.124
57.780,0.587,1.999,-0.003
57.800,0.663,1.999,0.084
57.820,0.757,1.999,0.129
57.840,0.752,1.999,0.110
57.860,0.574,1.547,-0.097
57.880,0.528,0.122,-0.140
57.900,0.623,-1.016,-0.157
57.920,0.766,-1.760,-0.144
57.940,0.803,-1.854,-0.145
57.960,0.691,-1.208,-0.143
57.980,0.610,-0.101,-0.125
58.000,0.560,1.250,-0.049
58.020,0.703,1.999,0.101
58.040,0.775,1.999,0.128
58.060,0.678,1.999,0.076
58.080,0.629,1.999,-0.015
58.100,0.598,-0.469,-0.174
58.120,0.719,-1.439,-0.164
58.140,0.792,-1.979,-0.180
58.160,0.819,-2.000,-0.152
58.180,0.652,-0.755,-0.128
58.200,0.569,0.489,-0.099
58.220,0.599,1.883,-0.011
58.240,0.658,1.999,0.084
58.260,0.768,1.999,0.119
58.280,0.671,1.999,0.043
58.300,0.569,1.695,-0.058
58.320,0.511,0.237,-0.134
58.340,0.705,-1.707,-0.155
58.360,0.804,-2.000,-0.149
58.380,0.809,-1.946,-0.147
58.400,0.719,-1.333,-0.125
58.420,0.580,1.070,-0.047
58.440,0.622,1.999,0.039
58.460,0.682,1.999,0.085
58.480,0.778,1.999,0.126
58.500,0.632,1.999,0.004
58.520,0.587,1.038,-0.097
58.540,0.551,-0.317,-0.178
58.560,0.674,-1.330,-0.188
58.580,0.768,-1.702,-0.158
58.600,0.682,-0.874,-0.119
58.620,0.581,0.337,-0.109
58.640,0.588,1.730,-0.014
58.660,0.715,1.999,0.132
58.680,0.746,1.999,0.085
58.700,0.680,1.999,0.045
58.720,0.587,1.866,-0.084
58.740,0.629,-0.340,-0.118
58.760,0.536,0.962,-0.083
58.780,0.608,1.999,0.032
58.800,0.685,1.999,0.090
58.820,0.739,1.999,0.089
58.840,0.640,1.999,0.008
58.860,0.794,-1.909,-0.151
58.880,0.823,-2.000,-0.135
58.900,0.777,-1.745,-0.157
58.920,0.698,-0.988,-0.130
58.940,0.545,1.613,-0.037
58.960,0.667,1.999,0.064
58.980,0.759,1.999,0.150
59.000,0.806,1.999,0.118
59.020,0.610,1.990,-0.064
59.040,0.575,0.513,-0.101
59.060,0.628,-0.730,-0.173
59.080,0.754,-1.596,-0.153
59.100,0.807,-1.983,-0.137
59.120,0.726,-1.459,-0.164
59.140,0.641,-0.457,-0.128
59.160,0.553,0.805,-0.081
59.180,0.685,1.999,0.092
59.200,0.788,1.999,0.133
59.220,0.751,1.999,0.083
59.240,0.615,1.999,0.023
59.260,0.552,-0.054,-0.143
59.280,0.696,-1.171,-0.134
59.300,0.754,-1.876,-0.146
59.320,0.845,-2.000,-0.154
59.340,0.694,-1.110,-0.125
59.360,0.581,0.086,-0.103
59.380,0.566,1.438,-0.019
59.400,0.647,1.999,0.043
59.420,0.784,1.999,0.125
59.440,0.693,1.999,0.069
59.460,0.605,1.999,-0.052
59.480,0.523,0.667,-0.102
59.500,0.699,-1.520,-0.169
59.520,0.794,-2.000,-0.182
59.540,0.807,-1.987,-0.152
59.560,0.748,-1.547,-0.150
59.580,0.549,0.665,-0.089
59.600,0.593,1.999,0.003
59.620,0.666,1.999,0.097
59.640,0.791,1.999,0.139
59.660,0.685,1.999,0.028
59.680,0.550,1.509,-0.093
59.700,0.560,0.064,-0.148
59.720,0.604,-1.060,-0.177
59.740,0.820,-2.000,-0.152
59.760,0.791,-1.866,-0.148
59.780,0.698,-1.183,-0.142
59.800,0.598,-0.035,-0.139
59.820,0.631,1.999,0.041
59.840,0.718,1.999,0.099
59.860,0.770,1.999,0.134
59.880,0.690,1.999,0.074
59.900,0.526,0.867,-0.109
59.920,0.578,-0.440,-0.160
59.940,0.726,-1.422,-0.120
59.960,0.780,-1.972,-0.165
59.980,0.747,-1.640,-0.154
60.000,0.663,-0.728,-0.118
60.020,0.550,0.524,-0.093
60.040,0.586,1.914,-0.019
60.060,0.743,1.999,0.139
60.080,0.786,1.999,0.104
60.100,0.652,1.999,0.024
60.120,0.559,1.649,-0.092
60.140,0.641,-0.957,-0.163
60.160,0.742,-1.729,-0.170
60.180,0.841,-2.000,-0.139
60.200,0.800,-1.901,-0.162
60.220,0.627,-0.176,-0.117
60.240,0.588,1.140,-0.057
60.260,0.629,1.999,0.033
60.280,0.722,1.999,0.101
60.300,0.739,-1.916,-0.193
60.320,0.806,-2.000,-0.153
60.340,0.757,-1.691,-0.162
60.360,0.668,-0.824,-0.125
60.380,0.584,1.762,-0.015
60.400,0.667,1.999,0.068
60.420,0.742,1.999,0.139
60.440,0.569,1.791,-0.071
60.460,0.522,0.362,-0.111
60.480,0.628,-0.879,-0.187
60.500,0.753,-1.694,-0.147
60.520,0.819,-1.927,-0.133
60.540,0.736,-1.358,-0.161
60.560,0.614,-0.338,-0.131
60.580,0.553,0.969,-0.069
60.600,0.726,1.999,0.097
60.620,0.775,1.999,0.146
60.640,0.760,1.999,0.088
60.660,0.619,1.999,-0.001
60.680,0.578,-0.229,-0.159
60.700,0.659,-1.261,-0.161
60.720,0.779,-1.904,-0.146
60.740,0.835,-2.000,-0.150
60.760,0.684,-0.934,-0.125
60.780,0.578,0.236,-0.112
60.800,0.574,1.634,-0.032
60.820,0.654,1.999,0.052
60.840,0.788,1.999,0.118
60.860,0.690,1.999,0.066
60.880,0.589,1.965,-0.064
60.900,0.545,0.502,-0.112
60.920,0.792,-2.000,-0.167
60.940,0.811,-1.989,-0.140
60.960,0.709,-1.470,-0.146
60.980,0.644,-0.450,-0.123
61.000,0.602,1.999,0.026
61.020,0.701,1.999,0.091
61.040,0.761,1.999,0.135
61.060,0.682,1.999,0.080
61.080,0.544,1.305,-0.093
61.100,0.553,-0.085,-0.152
61.120,0.689,-1.151,-0.144
61.140,0.769,-1.863,-0.156
61.160,0.772,-1.804,-0.147
61.180,0.706,-1.055,-0.142
61.200,0.616,0.128,-0.112
61.220,0.580,1.468,-0.025
61.240,0.732,1.999,0.127
61.260,0.786,1.999,0.120
61.280,0.701,1.999,0.067
61.300,0.615,1.999,-0.033
61.320,0.611,-0.645,-0.173
61.340,0.701,-1.528,-0.171
61.360,0.802,-2.000,-0.163
61.380,0.833,-1.993,-0.153
61.400,0.637,-0.567,-0.125
61.420,0.582,0.666,-0.080
61.440,0.621,1.999,0.041
61.460,0.698,1.999,0.092
61.480,0.764,1.999,0.089
61.500,0.644,1.999,0.041
61.520,0.552,1.476,-0.077
61.540,0.556,0.058,-0.146
61.560,0.720,-1.833,-0.167
61.580,0.809,-2.000,-0.151
61.600,0.805,-1.855,-0.159
61.620,0.703,-1.168,-0.134
61.640,0.542,1.341,-0.050
61.660,0.647,1.999,0.033
61.680,0.724,1.999,0.116
61.700,0.773,1.999,0.129
61.720,0.625,1.999,-0.039
61.740,0.564,0.800,-0.102
61.760,0.566,-0.496,-0.162
61.780,0.707,-1.450,-0.172
61.800,0.827,-2.000,-0.153
61.820,0.736,-1.582,-0.169
61.840,0.654,-0.675,-0.131
61.860,0.555,0.573,-0.099
61.880,0.663,1.999,0.088
61.900,0.565,0.161,-0.129
61.920,0.628,-1.000,-0.159
61.940,0.722,-1.753,-0.184
61.960,0.804,-2.000,-0.151
61.980,0.697,-1.260,-0.145
62.000,0.605,-0.145,-0.123
62.020,0.557,1.192,-0.056
62.040,0.636,1.999,0.041
62.060,0.807,1.999,0.159
62.080,0.704,1.999,0.082
62.100,0.634,1.999,0.006
62.120,0.563,0.943,-0.084
62.140,0.722,-1.407,-0.155
62.160,0.763,-1.941,-0.179
62.180,0.811,-2.000,-0.169
62.200,0.739,-1.657,-0.176
62.220,0.590,0.431,-0.091
62.240,0.608,1.841,-0.010
62.260,0.671,1.999,0.071
62.280,0.751,1.999,0.123
62.300,0.660,1.999,0.040
62.320,0.592,1.783,-0.084
62.340,0.554,0.304,-0.109
62.360,0.666,-0.922,-0.168
62.380,0.872,-2.000,-0.144
62.400,0.820,-1.909,-0.150
62.420,0.696,-1.334,-0.145
62.440,0.635,-0.280,-0.111
62.460,0.609,1.999,0.038
62.480,0.720,1.999,0.104
62.500,0.758,1.999,0.135
62.520,0.741,1.999,0.080
62.540,0.541,1.104,-0.094
62.560,0.598,-0.308,-0.155
62.580,0.686,-1.347,-0.125
62.600,0.782,-1.917,-0.145
62.620,0.767,-1.749,-0.149
62.640,0.655,-0.905,-0.126
62.660,0.561,0.306,-0.108
62.680,0.557,1.688,-0.022
62.700,0.724,1.999,0.148
62.720,0.797,1.999,0.118
62.740,0.694,1.999,0.067
62.760,0.597,1.880,-0.055
62.780,0.595,-0.744,-0.174
62.800,0.758,-1.630,-0.152
62.820,0.812,-2.000,-0.153
62.840,0.822,-1.960,-0.130
62.860,0.652,-0.394,-0.133
62.880,0.553,0.896,-0.079
62.900,0.611,1.999,0.024
62.920,0.696,1.999,0.086
62.940,0.741,1.999,0.085
62.960,0.626,1.999,0.010
62.980,0.573,1.249,-0.100
63.000,0.583,-0.142,-0.151
63.020,0.769,-1.869,-0.149
63.040,0.815,-2.000,-0.148
63.060,0.777,-1.789,-0.170
63.080,0.667,-1.010,-0.140
63.100,0.573,1.519,-0.019
63.120,0.649,1.999,0.053
63.140,0.707,1.999,0.125
63.160,0.767,1.999,0.111
63.180,0.604,1.999,-0.049
63.200,0.531,0.603,-0.103
63.220,0.617,-0.716,-0.177
63.240,0.698,-1.569,-0.186
63.260,0.785,-1.967,-0.154
63.280,0.739,-1.516,-0.155
63.300,0.637,-0.521,-0.105
63.320,0.562,0.764,-0.093
63.340,0.696,1.999,0.099
63.360,0.777,1.999,0.131
63.380,0.761,1.999,0.111
63.400,0.677,1.999,0.023
63.420,0.534,0.017,-0.156
63.440,0.639,-1.106,-0.193
63.460,0.755,-1.814,-0.158
63.480,0.827,-2.000,-0.164
63.500,0.708,-1.103,-0.138
63.520,0.628,0.039,-0.118
63.540,0.723,1.999,0.080
63.560,0.589,1.999,-0.036
63.580,0.545,0.729,-0.105
63.600,0.604,-0.579,-0.173
63.620,0.785,-1.995,-0.167
63.640,0.810,-2.000,-0.148
63.660,0.734,-1.584,-0.168
63.680,0.650,-0.629,-0.109
63.700,0.583,1.997,-0.007
63.720,0.661,1.999,0.090
63.740,0.749,1.999,0.125
63.760,0.762,1.999,0.110
63.780,0.548,1.562,-0.077
63.800,0.536,0.143,-0.142
63.820,0.649,-1.044,-0.178
63.840,0.761,-1.812,-0.145
63.860,0.828,-1.864,-0.141
63.880,0.728,-1.242,-0.125
63.900,0.611,-0.098,-0.120
63.920,0.555,1.230,-0.054
63.940,0.701,1.999,0.096
63.960,0.792,1.999,0.129
63.980,0.673,1.999,0.078
64.000,0.615,1.999,-0.025
64.020,0.598,-0.429,-0.145
64.040,0.735,-1.415,-0.132
64.060,0.817,-1.973,-0.176
64.080,0.837,-2.000,-0.148
64.100,0.670,-0.770,-0.120
64.120,0.587,0.457,-0.099
64.140,0.603,1.860,0.000
64.160,0.665,1.999,0.091
64.180,0.768,1.999,0.098
64.200,0.661,1.999,0.042
64.220,0.572,1.715,-0.072
64.240,0.545,0.258,-0.128
64.260,0.715,-1.753,-0.153
64.280,0.814,-2.000,-0.161
64.300,0.804,-1.928,-0.155
64.320,0.723,-1.331,-0.141
64.340,0.554,1.073,-0.067
64.360,0.618,1.999,0.040
64.380,0.725,1.999,0.094
64.400,0.741,1.999,0.133
64.420,0.612,1.999,0.011
64.440,0.569,1.043,-0.097
64.460,0.582,-0.308,-0.170
64.480,0.696,-1.332,-0.142
64.500,0.813,-2.000,-0.138
64.520,0.781,-1.698,-0.161
64.540,0.684,-0.881,-0.127
64.560,0.561,0.335,-0.101
64.580,0.650,1.999,0.066
64.600,0.734,1.999,0.129
64.620,0.792,1.999,0.100
64.640,0.666,1.999,0.046
64.660,0.553,0.401,-0.123
64.680,0.610,-0.817,-0.184
64.700,0.720,-1.652,-0.157
64.720,0.783,-2.000,-0.178
64.740,0.717,-1.395,-0.157
64.760,0.625,-0.367,-0.118
64.780,0.554,0.939,-0.073
64.800,0.603,1.999,0.030
64.820,0.777,1.999,0.148
64.840,0.728,1.999,0.093
64.860,0.606,1.999,0.003
64.880,0.546,1.221,-0.107
64.900,0.619,-1.250,-0.161
64.920,0.753,-1.903,-0.144
64.940,0.848,-2.000,-0.142
64.960,0.792,-1.783,-0.135
64.980,0.547,0.203,-0.122
65.000,0.568,1.580,-0.047
65.020,0.653,1.999,0.049
65.040,0.748,1.999,0.146
65.060,0.689,1.999,0.063
65.080,0.625,1.995,-0.042
65.100,0.557,0.548,-0.109
65.120,0.634,-0.687,-0.153
65.140,0.797,-2.000,-0.168
65.160,0.805,-1.976,-0.150
65.180,0.621,1.999,0.036
65.200,0.689,1.999,0.093
65.220,0.787,1.999,0.134
65.240,0.753,1.999,0.092
65.260,0.567,1.364,-0.088
65.280,0.560,-0.033,-0.152
65.300,0.669,-1.182,-0.144
65.320,0.788,-1.887,-0.123
65.340,0.766,-1.813,-0.148
65.360,0.670,-1.094,-0.133
65.380,0.578,0.074,-0.107
65.400,0.562,1.408,-0.029
65.420,0.729,1.999,0.130
65.440,0.812,1.999,0.140
65.460,0.718,1.999,0.088
65.480,0.608,1.999,-0.029
65.500,0.590,-0.589,-0.160
65.520,0.707,-1.532,-0.169
65.540,0.768,-1.995,-0.195
65.560,0.813,-1.983,-0.139
65.580,0.665,-0.624,-0.109
65.600,0.546,0.641,-0.091
65.620,0.594,1.999,-0.004
65.640,0.676,1.999,0.089
65.660,0.767,1.999,0.112
65.680,0.690,1.999,0.028
65.700,0.569,1.524,-0.091
65.720,0.547,0.106,-0.139
65.740,0.763,-1.783,-0.145
65.760,0.834,-2.000,-0.157
65.780,0.803,-1.865,-0.153
65.800,0.680,-1.176,-0.146
65.820,0.551,1.265,-0.061
65.840,0.611,1.999,0.044
65.860,0.730,1.999,0.117
65.880,0.793,1.999,0.139
65.900,0.598,1.999,-0.030
65.920,0.532,0.871,-0.104
65.940,0.560,-0.437,-0.175
65.960,0.734,-1.447,-0.111
65.980,0.833,-2.000,-0.129
66.000,0.723,-1.632,-0.163
66.020,0.619,-0.717,-0.129
66.040,0.557,0.500,-0.101
66.060,0.740,1.999,0.117
66.080,0.739,1.999,0.101
66.100,0.665,1.999,0.033
66.120,0.562,1.679,-0.066
66.140,0.666,-0.954,-0.163
66.160,0.763,-1.761,-0.159
66.180,0.839,-2.000,-0.148
66.200,0.806,-1.876,-0.156
66.220,0.619,-0.200,-0.130
66.240,0.569,1.156,-0.065
66.260,0.639,1.999,0.041
66.280,0.734,1.999,0.107
66.300,0.710,1.999,0.083
66.320,0.629,1.999,-0.021
66.340,0.563,1.005,-0.102
66.360,0.557,-0.372,-0.171
66.380,0.783,-1.911,-0.180
66.400,0.825,-2.000,-0.135
