time,x-acceleration,y-acceleration,z-acceleration
66.420,0.755,-1.704,-0.162
66.440,0.665,-0.844,-0.121
66.460,0.589,1.763,-0.011
66.480,0.647,1.999,0.068
66.500,0.723,1.999,0.147
66.520,0.784,1.999,0.105
66.540,0.573,1.815,-0.076
66.560,0.522,0.347,-0.124
66.580,0.635,-0.886,-0.174
66.600,0.709,-1.678,-0.167
66.620,0.688,1.999,0.085
66.640,0.760,1.999,0.126
66.660,0.712,1.999,0.081
66.680,0.619,1.999,-0.013
66.700,0.557,-0.222,-0.153
66.720,0.682,-1.278,-0.170
66.740,0.675,-0.949,-0.143
66.760,0.589,0.243,-0.113
66.780,0.569,1.621,-0.022
66.800,0.645,1.999,0.055
66.820,0.797,1.999,0.128
66.840,0.697,1.999,0.055
66.860,0.598,1.979,-0.054
66.880,0.544,0.493,-0.119
66.900,0.744,-1.614,-0.140
66.920,0.800,-2.000,-0.141
66.940,0.808,-1.990,-0.151
66.960,0.701,-1.459,-0.153
66.980,0.572,0.832,-0.093
67.000,0.612,1.999,0.025
67.020,0.665,1.999,0.084
67.040,0.801,1.999,0.142
67.060,0.656,1.999,0.037
67.080,0.576,1.314,-0.087
67.100,0.541,-0.081,-0.139
67.120,0.667,-1.190,-0.165
67.140,0.798,-2.000,-0.167
67.160,0.764,-1.798,-0.150
67.180,0.681,-1.048,-0.125
67.200,0.607,0.119,-0.112
67.220,0.667,1.999,0.051
67.240,0.731,1.999,0.125
67.260,0.780,1.999,0.107
67.280,0.692,1.999,0.069
67.300,0.567,0.634,-0.092
67.320,0.618,-0.605,-0.163
67.340,0.732,-1.527,-0.157
67.360,0.798,-2.000,-0.176
67.380,0.721,-1.522,-0.160
67.400,0.658,-0.567,-0.129
67.420,0.566,0.667,-0.086
67.440,0.602,1.999,0.016
67.460,0.777,1.999,0.133
67.480,0.763,1.999,0.087
67.500,0.643,1.999,0.021
67.520,0.558,1.450,-0.085
67.540,0.664,-1.112,-0.144
67.560,0.741,-1.814,-0.151
67.580,0.822,-2.000,-0.148
67.600,0.802,-1.854,-0.153
67.620,0.602,-0.014,-0.111
67.640,0.561,1.293,-0.029
67.660,0.645,1.999,0.041
67.680,0.719,1.999,0.121
67.700,0.707,1.999,0.073
67.720,0.609,1.999,-0.031
67.740,0.531,0.821,-0.106
67.760,0.594,-0.507,-0.155
67.780,0.791,-1.982,-0.172
67.800,0.819,-1.984,-0.138
67.820,0.759,-1.596,-0.165
67.840,0.659,-0.689,-0.123
67.860,0.592,1.975,-0.019
67.880,0.659,1.999,0.083
67.900,0.781,1.999,0.138
67.920,0.763,1.999,0.112
67.940,0.567,1.610,-0.081
67.960,0.551,0.170,-0.136
67.980,0.627,-0.972,-0.157
68.000,0.749,-1.762,-0.166
68.020,0.778,-1.906,-0.150
68.040,0.703,-1.250,-0.145
68.060,0.614,-0.145,-0.133
68.080,0.555,1.156,-0.072
68.100,0.717,1.999,0.113
68.120,0.772,1.999,0.130
68.140,0.705,1.999,0.074
68.160,0.593,1.999,-0.008
68.180,0.652,-0.795,-0.128
68.200,0.554,0.414,-0.104
68.220,0.597,1.803,-0.013
68.240,0.681,1.999,0.078
68.260,0.775,1.999,0.097
68.280,0.689,1.999,0.049
68.300,0.583,1.769,-0.073
68.320,0.740,-1.712,-0.146
68.340,0.802,-2.000,-0.161
68.360,0.799,-1.905,-0.153
68.380,0.710,-1.333,-0.164
68.400,0.541,1.027,-0.060
68.420,0.620,1.999,0.042
68.440,0.714,1.999,0.085
68.460,0.787,1.999,0.140
68.480,0.573,1.106,-0.094
68.500,0.559,-0.269,-0.158
68.520,0.673,-1.300,-0.133
68.540,0.768,-1.917,-0.175
68.560,0.791,-1.732,-0.149
68.580,0.674,-0.930,-0.118
68.600,0.552,0.268,-0.115
68.620,0.551,1.648,-0.035
68.640,0.733,1.999,0.146
68.660,0.789,1.999,0.123
68.680,0.694,1.999,0.056
68.700,0.590,1.927,-0.053
68.720,0.621,-0.790,-0.159
68.740,0.740,-1.625,-0.157
68.760,0.813,-2.000,-0.144
68.780,0.833,-1.959,-0.137
68.800,0.644,-0.400,-0.130
68.820,0.541,0.898,-0.096
68.840,0.597,1.999,0.023
68.860,0.709,1.999,0.097
68.880,0.745,1.999,0.091
68.900,0.630,1.999,0.019
68.920,0.558,1.260,-0.092
68.940,0.575,-0.106,-0.148
68.960,0.762,-1.892,-0.174
68.980,0.834,-2.000,-0.135
69.000,0.776,-1.779,-0.173
69.020,0.683,-1.035,-0.144
69.040,0.572,1.490,-0.011
69.060,0.678,1.999,0.051
69.080,0.723,1.999,0.146
69.100,0.778,1.999,0.119
69.120,0.592,1.999,-0.044
69.140,0.542,0.603,-0.111
69.160,0.630,-0.663,-0.159
69.180,0.687,-1.588,-0.167
69.200,0.827,-1.982,-0.164
69.220,0.728,-1.529,-0.154
69.240,0.636,-0.543,-0.124
69.260,0.574,0.707,-0.091
69.280,0.693,1.999,0.096
69.300,0.813,1.999,0.146
69.320,0.801,1.999,0.108
69.340,0.680,1.999,0.028
69.360,0.552,0.006,-0.148
69.380,0.640,-1.117,-0.164
69.400,0.762,-1.829,-0.168
69.420,0.828,-2.000,-0.149
69.440,0.699,-1.142,-0.131
69.460,0.583,0.031,-0.112
69.480,0.544,1.372,-0.038
69.500,0.664,1.999,0.046
69.520,0.754,1.999,0.103
69.540,0.719,1.999,0.076
69.560,0.615,1.999,-0.043
69.580,0.570,0.748,-0.098
69.600,0.708,-1.463,-0.160
69.620,0.800,-2.000,-0.172
69.640,0.824,-2.000,-0.129
69.660,0.743,-1.590,-0.156
69.680,0.545,0.562,-0.104
69.700,0.583,1.999,-0.013
69.720,0.645,1.999,0.101
69.740,0.761,1.999,0.123
69.760,0.650,1.999,0.029
69.780,0.553,1.577,-0.081
69.800,0.556,0.139,-0.136
69.820,0.638,-0.997,-0.173
69.840,0.809,-2.000,-0.143
69.860,0.800,-1.877,-0.163
69.880,0.704,-1.248,-0.141
69.900,0.590,-0.091,-0.143
69.920,0.652,1.999,0.039
69.940,0.737,1.999,0.119
69.960,0.796,1.999,0.155
69.980,0.752,1.999,0.080
70.000,0.548,0.922,-0.100
70.020,0.597,-0.432,-0.160
70.040,0.717,-1.431,-0.163
70.060,0.798,-1.966,-0.153
70.080,0.737,-1.652,-0.168
70.100,0.651,-0.800,-0.117
70.120,0.568,0.457,-0.111
70.140,0.597,1.875,-0.011
70.160,0.757,1.999,0.145
70.180,0.762,1.999,0.114
70.200,0.673,1.999,0.050
70.220,0.594,1.719,-0.061
70.240,0.589,-0.897,-0.169
70.260,0.712,-1.698,-0.151
70.280,0.813,-2.000,-0.158
70.300,0.790,-1.918,-0.157
70.320,0.628,-0.240,-0.127
70.340,0.562,1.076,-0.056
70.360,0.600,1.999,0.035
70.380,0.712,1.999,0.096
70.400,0.721,1.999,0.083
70.420,0.601,1.999,-0.010
70.440,0.550,1.072,-0.110
70.460,0.555,-0.305,-0.164
70.480,0.768,-1.934,-0.180
70.500,0.818,-2.000,-0.146
70.520,0.755,-1.726,-0.168
70.540,0.677,-0.875,-0.140
70.560,0.579,1.716,-0.022
70.580,0.655,1.999,0.060
70.600,0.677,1.999,0.136
70.620,0.804,1.999,0.114
70.640,0.592,1.870,-0.065
70.660,0.549,0.411,-0.127
70.680,0.627,-0.808,-0.187
70.700,0.758,-1.671,-0.160
70.720,0.811,-1.946,-0.143
70.740,0.714,-1.412,-0.162
70.760,0.635,-0.383,-0.139
70.780,0.533,0.912,-0.066
70.800,0.685,1.999,0.091
70.820,0.795,1.999,0.146
70.840,0.719,1.999,0.086
70.860,0.623,1.999,0.008
70.880,0.555,-0.191,-0.154
70.900,0.662,-1.253,-0.154
70.920,0.800,-1.904,-0.127
70.940,0.837,-2.000,-0.151
70.960,0.676,-0.989,-0.124
70.980,0.574,0.181,-0.126
71.000,0.569,1.565,-0.038
71.020,0.659,1.999,0.071
71.040,0.683,1.999,0.060
71.060,0.623,1.999,-0.054
71.080,0.541,0.567,-0.115
71.100,0.622,-0.708,-0.161
71.120,0.802,-2.000,-0.160
71.140,0.795,-1.995,-0.164
71.160,0.733,-1.501,-0.167
71.180,0.640,-0.489,-0.127
71.200,0.628,1.999,0.025
71.220,0.699,1.999,0.100
71.240,0.791,1.999,0.139
71.260,0.754,1.999,0.084
71.280,0.576,1.349,-0.083
71.300,0.554,-0.048,-0.146
71.320,0.662,-1.166,-0.161
71.340,0.747,-1.858,-0.142
71.360,0.797,-1.814,-0.153
71.380,0.713,-1.111,-0.124
71.400,0.596,0.060,-0.115
71.420,0.569,1.400,-0.022
71.440,0.727,1.999,0.127
71.460,0.776,1.999,0.118
71.480,0.711,1.999,0.075
71.500,0.603,1.999,-0.034
71.520,0.618,-0.597,-0.154
71.540,0.723,-1.517,-0.143
71.560,0.772,-1.983,-0.160
71.580,0.842,-2.000,-0.129
71.600,0.800,1.999,0.105
71.620,0.659,1.999,0.043
71.640,0.576,1.514,-0.080
71.660,0.543,0.124,-0.146
71.680,0.783,-1.815,-0.147
71.700,0.830,-2.000,-0.156
71.720,0.799,-1.849,-0.162
71.740,0.701,-1.211,-0.129
71.760,0.536,1.274,-0.048
71.780,0.624,1.999,0.046
71.800,0.726,1.999,0.113
71.820,0.775,1.999,0.135
71.840,0.601,1.999,-0.037
71.860,0.538,0.849,-0.110
71.880,0.615,-0.500,-0.168
71.900,0.727,-1.424,-0.125
71.920,0.828,-2.000,-0.117
71.940,0.760,-1.627,-0.163
71.960,0.666,-0.719,-0.113
71.980,0.553,0.502,-0.117
72.000,0.652,1.999,0.089
72.020,0.814,1.999,0.151
72.040,0.820,1.999,0.116
72.060,0.664,1.999,0.046
72.080,0.566,0.215,-0.116
72.100,0.647,-0.955,-0.162
72.120,0.729,-1.755,-0.143
72.140,0.813,-2.000,-0.156
72.160,0.691,-1.277,-0.153
72.180,0.623,-0.189,-0.125
72.200,0.573,1.115,-0.042
72.220,0.646,1.999,0.043
72.240,0.764,1.999,0.137
72.260,0.720,1.999,0.085
72.280,0.634,1.999,0.008
72.300,0.577,1.041,-0.099
72.320,0.725,-1.385,-0.166
72.340,0.780,-1.951,-0.178
72.360,0.829,-2.000,-0.152
72.380,0.768,-1.683,-0.152
72.400,0.560,0.354,-0.107
72.420,0.593,1.765,-0.010
72.440,0.657,1.999,0.063
72.460,0.750,1.999,0.138
72.480,0.685,1.999,0.055
72.500,0.595,1.824,-0.064
72.520,0.534,0.372,-0.113
72.540,0.651,-0.855,-0.161
72.560,0.799,-2.000,-0.166
72.580,0.810,-1.949,-0.149
72.600,0.683,-1.356,-0.143
72.620,0.627,-0.323,-0.130
72.640,0.587,1.999,0.023
72.660,0.699,1.999,0.090
72.680,0.767,1.999,0.142
72.700,0.716,1.999,0.084
72.720,0.541,1.183,-0.095
72.740,0.560,-0.209,-0.147
72.760,0.708,-1.290,-0.140
72.780,0.772,-1.895,-0.167
72.800,0.790,-1.748,-0.165
72.820,0.673,-0.948,-0.144
72.840,0.554,0.246,-0.119
72.860,0.581,1.614,-0.023
72.880,0.732,1.999,0.128
72.900,0.779,1.999,0.114
72.920,0.688,1.999,0.066
72.940,0.598,1.971,-0.053
72.960,0.603,-0.711,-0.155
72.980,0.737,-1.630,-0.168
73.000,0.804,-2.000,-0.149
73.020,0.818,-1.974,-0.142
73.040,0.635,-0.464,-0.136
73.060,0.524,0.833,-0.077
73.080,0.595,1.999,0.019
73.100,0.693,1.999,0.101
73.120,0.725,1.999,0.084
73.140,0.619,1.999,0.016
73.160,0.586,1.315,-0.093
73.180,0.564,-0.098,-0.151
73.200,0.597,1.456,-0.019
73.220,0.673,1.999,0.051
73.240,0.708,1.999,0.134
73.260,0.776,1.999,0.122
73.280,0.619,1.999,-0.038
73.300,0.546,0.673,-0.096
73.320,0.612,-0.651,-0.162
73.340,0.708,-1.540,-0.180
73.360,0.820,-1.979,-0.166
73.380,0.742,-1.541,-0.157
73.400,0.655,-0.581,-0.116
73.420,0.546,0.696,-0.079
73.440,0.694,1.999,0.098
73.460,0.773,1.999,0.124
73.480,0.749,1.999,0.093
73.500,0.651,1.999,0.027
73.520,0.627,-1.084,-0.166
73.540,0.733,-1.805,-0.180
73.560,0.814,-2.000,-0.165
73.580,0.790,-1.865,-0.147
73.600,0.616,-0.038,-0.109
73.620,0.568,1.293,-0.044
73.640,0.632,1.999,0.047
73.660,0.712,1.999,0.106
73.680,0.707,1.999,0.083
73.700,0.595,1.999,-0.038
73.720,0.547,0.825,-0.113
73.740,0.574,-0.523,-0.165
73.760,0.809,-1.977,-0.148
73.780,0.855,-2.000,-0.114
73.800,0.743,-1.606,-0.163
73.820,0.638,-0.697,-0.125
73.840,0.601,1.974,-0.017
73.860,0.664,1.999,0.074
73.880,0.760,1.999,0.131
73.900,0.768,1.999,0.106
73.920,0.567,1.630,-0.090
73.940,0.538,0.192,-0.142
73.960,0.648,-0.989,-0.154
73.980,0.735,-1.780,-0.164
74.000,0.800,-1.881,-0.147
74.020,0.687,-1.268,-0.148
74.040,0.612,-0.161,-0.119
74.060,0.569,1.187,-0.054
74.080,0.710,1.999,0.101
74.100,0.778,1.999,0.148
74.120,0.708,1.999,0.094
74.140,0.609,1.999,-0.012
74.160,0.581,-0.421,-0.168
74.180,0.666,-1.371,-0.162
74.200,0.768,-1.965,-0.170
74.220,0.824,-2.000,-0.156
74.240,0.659,-0.814,-0.127
74.260,0.573,0.407,-0.105
74.280,0.602,1.797,-0.016
74.300,0.668,1.999,0.090
74.320,0.780,1.999,0.102
74.340,0.676,1.999,0.034
74.360,0.578,1.789,-0.075
74.380,0.548,0.312,-0.121
74.400,0.733,-1.700,-0.173
74.420,0.807,-2.000,-0.151
74.440,0.804,-1.910,-0.152
74.460,0.718,-1.349,-0.149
74.480,0.563,1.032,-0.051
74.500,0.640,1.999,0.032
74.520,0.708,1.999,0.090
74.540,0.764,1.999,0.145
74.560,0.632,1.999,0.008
74.580,0.565,1.111,-0.106
74.600,0.552,-0.260,-0.162
74.620,0.647,-1.299,-0.151
74.640,0.833,-2.000,-0.143
74.660,0.762,-1.736,-0.161
74.680,0.678,-0.943,-0.125
74.700,0.580,0.249,-0.094
74.720,0.658,1.999,0.070
74.740,0.718,1.999,0.133
74.760,0.770,1.999,0.113
74.780,0.678,1.999,0.051
74.800,0.714,-1.432,-0.146
74.820,0.643,-0.377,-0.128
74.840,0.541,0.906,-0.098
74.860,0.607,1.999,0.012
74.880,0.783,1.999,0.144
74.900,0.755,1.999,0.095
74.920,0.628,1.999,0.002
74.940,0.558,1.264,-0.092
74.960,0.667,-1.191,-0.161
74.980,0.768,-1.870,-0.170
75.000,0.817,-2.000,-0.136
75.020,0.777,-1.783,-0.161
75.040,0.573,0.158,-0.129
75.060,0.578,1.518,-0.019
75.080,0.657,1.999,0.057
75.100,0.729,1.999,0.125
75.120,0.667,1.999,0.062
75.140,0.603,1.999,-0.055
75.160,0.536,0.582,-0.102
75.180,0.602,-0.682,-0.155
75.200,0.824,-2.000,-0.155
75.220,0.813,-2.000,-0.140
75.240,0.695,-1.500,-0.173
75.260,0.644,-0.540,-0.127
75.280,0.598,1.999,0.017
75.300,0.680,1.999,0.091
75.320,0.801,1.999,0.130
75.340,0.750,1.999,0.097
75.360,0.576,1.404,-0.092
75.380,0.550,-0.023,-0.141
75.400,0.665,-1.154,-0.172
75.420,0.750,-1.815,-0.175
75.440,0.813,-1.841,-0.143
75.460,0.701,-1.126,-0.140
75.480,0.601,0.036,-0.103
75.500,0.552,1.374,-0.042
75.520,0.728,1.999,0.119
75.540,0.776,1.999,0.119
75.560,0.731,1.999,0.079
75.580,0.591,1.999,-0.057
75.600,0.566,-0.556,-0.162
75.620,0.708,-1.484,-0.178
75.640,0.804,-2.000,-0.163
75.660,0.833,-2.000,-0.147
75.680,0.678,-0.644,-0.113
75.700,0.549,0.570,-0.099
75.720,0.577,1.997,0.000
75.740,0.643,1.999,0.088
75.760,0.777,1.999,0.103
75.780,0.650,1.999,0.024
75.800,0.564,1.541,-0.082
75.820,0.529,0.104,-0.147
75.840,0.743,-1.750,-0.145
75.860,0.844,-2.000,-0.132
75.880,0.835,-1.888,-0.126
75.900,0.709,-1.217,-0.127
75.920,0.555,1.199,-0.058
75.940,0.608,1.999,0.036
75.960,0.727,1.999,0.112
75.980,0.821,1.999,0.150
76.000,0.615,1.999,-0.018
76.020,0.544,0.919,-0.105
76.040,0.594,-0.429,-0.159
76.060,0.712,-1.436,-0.174
76.080,0.759,-1.636,-0.167
76.100,0.660,-0.758,-0.126
76.120,0.551,0.458,-0.123
76.140,0.585,1.873,-0.017
76.160,0.760,1.999,0.148
76.180,0.786,1.999,0.104
76.200,0.647,1.999,0.042
76.220,0.577,1.694,-0.084
76.240,0.635,-0.920,-0.165
76.260,0.754,-1.756,-0.168
76.280,0.824,-2.000,-0.156
76.300,0.804,-1.926,-0.163
76.320,0.630,-0.243,-0.113
76.340,0.548,1.070,-0.067
76.360,0.608,1.999,0.028
76.380,0.716,1.999,0.101
76.400,0.776,-1.917,-0.167
76.420,0.827,-2.000,-0.148
76.440,0.737,-1.692,-0.156
76.460,0.669,-0.867,-0.115
76.480,0.584,1.733,-0.019
76.500,0.658,1.999,0.064
76.520,0.749,1.999,0.140
76.540,0.764,1.999,0.117
76.560,0.601,1.860,-0.051
76.580,0.526,0.420,-0.121
76.600,0.625,-0.821,-0.203
76.620,0.723,-1.690,-0.161
76.640,0.828,-1.936,-0.124
76.660,0.729,-1.391,-0.153
76.680,0.623,-0.375,-0.134
76.700,0.535,0.932,-0.084
76.720,0.697,1.999,0.092
76.740,0.788,1.999,0.147
76.760,0.732,1.999,0.089
76.780,0.613,1.999,0.001
76.800,0.564,-0.208,-0.154
76.820,0.675,-1.271,-0.136
76.840,0.756,-1.898,-0.153
76.860,0.829,-2.000,-0.129
76.880,0.675,-0.995,-0.127
76.900,0.556,0.208,-0.117
76.920,0.552,1.583,-0.025
76.940,0.645,1.999,0.053
76.960,0.773,1.999,0.124
76.980,0.659,1.999,0.044
77.000,0.597,1.982,-0.053
77.020,0.523,0.547,-0.108
77.040,0.732,-1.607,-0.162
77.060,0.814,-2.000,-0.146
77.080,0.826,-1.974,-0.150
77.100,0.697,-1.490,-0.172
77.120,0.549,0.828,-0.108
77.140,0.601,1.999,0.020
77.160,0.695,1.999,0.085
77.180,0.787,1.999,0.142
77.200,0.650,1.999,0.024
77.220,0.559,1.347,-0.098
77.240,0.538,-0.059,-0.150
77.260,0.664,-1.157,-0.148
77.280,0.833,-2.000,-0.142
77.300,0.779,-1.814,-0.156
77.320,0.693,-1.091,-0.132
77.340,0.596,0.055,-0.108
77.360,0.663,1.999,0.061
77.380,0.733,1.999,0.135
77.400,0.768,1.999,0.116
77.420,0.695,1.999,0.075
77.440,0.555,0.664,-0.108
77.460,0.582,-0.611,-0.164
77.480,0.706,-1.527,-0.164
77.500,0.793,-2.000,-0.174
77.520,0.720,-1.566,-0.171
77.540,0.647,-0.597,-0.127
77.560,0.555,0.650,-0.091
77.580,0.606,1.999,0.011
77.600,0.776,1.999,0.126
77.620,0.786,1.999,0.104
77.640,0.660,1.999,0.039
77.660,0.587,1.523,-0.082
77.680,0.651,-1.082,-0.193
77.700,0.778,-1.823,-0.143
77.720,0.820,-2.000,-0.161
77.740,0.806,-1.842,-0.153
77.760,0.602,-0.063,-0.110
77.780,0.560,1.284,-0.051
77.800,0.634,1.999,0.039
77.820,0.739,1.999,0.106
77.840,0.715,1.999,0.091
77.860,0.612,1.999,-0.048
77.880,0.525,0.825,-0.110
77.900,0.562,-0.486,-0.143
77.920,0.796,-1.969,-0.157
77.940,0.810,-2.000,-0.133
77.960,0.742,-1.642,-0.166
77.980,0.652,-0.738,-0.134
78.000,0.566,1.651,-0.082
78.020,0.556,0.158,-0.127
78.040,0.632,-0.991,-0.172
78.060,0.769,-1.776,-0.163
78.080,0.811,-1.909,-0.153
78.100,0.724,-1.299,-0.144
78.120,0.600,-0.171,-0.128
78.140,0.559,1.173,-0.058
78.160,0.726,1.999,0.104
78.180,0.757,1.999,0.131
78.200,0.713,1.999,0.061
78.220,0.612,1.999,-0.016
78.240,0.585,-0.350,-0.157
78.260,0.708,-1.378,-0.149
78.280,0.821,-1.967,-0.165
78.300,0.834,-2.000,-0.134
78.320,0.672,-0.851,-0.123
78.340,0.585,0.366,-0.093
78.360,0.589,1.791,-0.003
78.380,0.659,1.999,0.072
78.400,0.773,1.999,0.108
78.420,0.695,1.999,0.055
78.440,0.605,1.801,-0.066
78.460,0.534,0.318,-0.126
78.480,0.722,-1.708,-0.173
78.500,0.798,-2.000,-0.159
78.520,0.801,-1.937,-0.155
78.540,0.698,-1.375,-0.152
78.560,0.614,1.999,0.030
78.580,0.695,1.999,0.097
78.600,0.804,1.999,0.153
78.620,0.758,1.999,0.082
78.640,0.556,1.134,-0.106
78.660,0.568,-0.260,-0.150
78.680,0.689,-1.317,-0.173
78.700,0.768,-1.896,-0.174
78.720,0.787,-1.749,-0.158
78.740,0.681,-0.942,-0.121
78.760,0.579,0.270,-0.112
78.780,0.569,1.651,-0.032
78.800,0.719,1.999,0.132
78.820,0.795,1.999,0.123
78.840,0.702,1.999,0.064
78.860,0.600,1.933,-0.061
78.880,0.602,-0.739,-0.163
78.900,0.743,-1.611,-0.166
78.920,0.812,-2.000,-0.131
78.940,0.810,-1.980,-0.144
78.960,0.652,-0.444,-0.128
78.980,0.534,0.851,-0.091
79.000,0.590,1.999,0.019
79.020,0.680,1.999,0.090
79.040,0.734,1.999,0.094
79.060,0.615,1.999,0.018
79.080,0.576,1.274,-0.093
79.100,0.546,-0.120,-0.164
79.120,0.744,-1.865,-0.172
79.140,0.832,-2.000,-0.138
79.160,0.776,-1.807,-0.146
79.180,0.690,-1.054,-0.131
79.200,0.573,1.496,-0.034
79.220,0.660,1.999,0.040
79.240,0.724,1.999,0.138
79.260,0.765,1.999,0.120
79.280,0.801,-1.979,-0.158
79.300,0.729,-1.525,-0.163
79.320,0.664,-0.568,-0.113
79.340,0.586,0.715,-0.072
79.360,0.682,1.999,0.083
79.380,0.778,1.999,0.126
79.400,0.756,1.999,0.091
79.420,0.657,1.999,0.027
79.440,0.551,0.007,-0.138
79.460,0.651,-1.088,-0.170
79.480,0.742,-1.814,-0.165
79.500,0.822,-2.000,-0.154
79.520,0.700,-1.155,-0.133
79.540,0.619,-0.005,-0.099
79.560,0.544,1.320,-0.045
79.580,0.629,1.999,0.039
79.600,0.774,1.999,0.127
79.620,0.707,1.999,0.084
79.640,0.599,1.999,-0.034
79.660,0.541,0.770,-0.104
79.680,0.692,-1.491,-0.173
79.700,0.764,-1.994,-0.183
79.720,0.832,-2.000,-0.130
79.740,0.771,-1.590,-0.156
79.760,0.547,0.583,-0.104
79.780,0.586,1.975,-0.021
79.800,0.660,1.999,0.075
79.820,0.771,1.999,0.129
79.840,0.669,1.999,0.042
79.860,0.571,1.603,-0.091
79.880,0.547,0.172,-0.142
79.900,0.651,-1.012,-0.165
79.920,0.814,-2.000,-0.146
79.940,0.793,-1.875,-0.163
79.960,0.702,-1.234,-0.151
79.980,0.607,-0.140,-0.125
80.000,0.621,1.999,0.036
80.020,0.720,1.999,0.109
80.040,0.770,1.999,0.135
80.060,0.706,1.999,0.088
80.080,0.559,0.921,-0.105
80.100,0.592,-0.440,-0.152
80.120,0.688,-1.393,-0.155
80.140,0.792,-1.969,-0.182
80.160,0.733,-1.669,-0.151
80.180,0.656,-0.782,-0.118
80.200,0.568,0.438,-0.111
80.220,0.597,1.843,-0.019
80.240,0.751,1.999,0.141
80.260,0.777,1.999,0.113
80.280,0.660,1.999,0.041
80.300,0.579,1.751,-0.068
80.320,0.657,-0.901,-0.190
80.340,0.742,-1.720,-0.163
80.360,0.826,-2.000,-0.141
80.380,0.809,-1.926,-0.145
80.400,0.613,-0.253,-0.132
80.420,0.564,1.049,-0.065
80.440,0.625,1.999,0.039
80.460,0.717,1.999,0.086
80.480,0.729,1.999,0.088
80.500,0.636,1.999,0.000
80.520,0.562,1.080,-0.102
80.540,0.570,-0.283,-0.164
80.560,0.782,-1.945,-0.164
80.580,0.823,-2.000,-0.160
80.600,0.757,-1.707,-0.162
80.620,0.661,-0.905,-0.122
80.640,0.573,1.689,-0.013
80.660,0.659,1.999,0.073
80.680,0.747,1.999,0.131
80.700,0.771,1.999,0.101
80.720,0.582,1.896,-0.069
80.740,0.528,0.420,-0.119
80.760,0.607,-0.824,-0.166
80.780,0.723,-1.656,-0.145
80.800,0.837,-1.959,-0.134
80.820,0.719,-1.409,-0.152
80.840,0.631,-0.385,-0.122
80.860,0.541,0.914,-0.091
80.880,0.696,1.999,0.094
80.900,0.773,1.999,0.144
80.920,0.761,1.999,0.103
80.940,0.566,-0.154,-0.155
80.960,0.688,-1.259,-0.144
80.980,0.774,-1.884,-0.181
81.000,0.828,-2.000,-0.134
81.020,0.574,0.196,-0.107
81.040,0.569,1.552,-0.034
81.060,0.666,1.999,0.069
81.080,0.738,1.999,0.148
81.100,0.679,1.999,0.073
81.120,0.606,1.999,-0.055
81.140,0.550,0.561,-0.105
81.160,0.596,-0.685,-0.169
81.180,0.779,-2.000,-0.169
81.200,0.795,-2.000,-0.137
81.220,0.718,-1.495,-0.156
81.240,0.640,-0.504,-0.121
81.260,0.610,1.999,0.024
81.280,0.682,1.999,0.091
81.300,0.775,1.999,0.132
81.320,0.755,1.999,0.093
81.340,0.577,1.386,-0.085
81.360,0.580,-0.048,-0.153
81.380,0.668,-1.165,-0.157
81.400,0.787,-1.863,-0.151
81.420,0.773,-1.835,-0.171
81.440,0.669,-1.107,-0.136
81.460,0.586,0.062,-0.109
81.480,0.572,1.402,-0.016
81.500,0.692,1.999,0.125
81.520,0.782,1.999,0.113
81.540,0.685,1.999,0.078
81.560,0.635,1.999,-0.034
81.580,0.583,-0.578,-0.150
81.600,0.740,-1.529,-0.172
81.620,0.820,-2.000,-0.151
81.640,0.824,-1.994,-0.154
81.660,0.660,-0.645,-0.106
81.680,0.559,0.606,-0.095
81.700,0.593,1.999,0.008
81.720,0.663,1.999,0.096
81.740,0.755,1.999,0.102
81.760,0.652,1.999,0.025
81.780,0.572,1.517,-0.079
81.800,0.545,0.082,-0.141
81.820,0.763,-1.800,-0.173
81.840,0.832,-2.000,-0.146
81.860,0.796,-1.888,-0.155
81.880,0.667,-1.200,-0.148
81.900,0.541,1.264,-0.050
81.920,0.634,1.999,0.032
81.940,0.710,1.999,0.112
81.960,0.750,1.999,0.137
81.980,0.599,1.999,-0.031
82.000,0.534,0.880,-0.105
82.020,0.565,-0.462,-0.174
82.040,0.729,-1.445,-0.157
82.060,0.833,-2.000,-0.143
82.080,0.760,-1.637,-0.156
82.100,0.666,-0.743,-0.125
82.120,0.584,0.474,-0.098
82.140,0.690,1.999,0.085
82.160,0.751,1.999,0.136
82.180,0.762,1.999,0.101
82.200,0.668,1.999,0.045
82.220,0.679,-1.310,-0.160
82.240,0.630,-0.217,-0.134
82.260,0.557,1.103,-0.060
82.280,0.633,1.999,0.041
82.300,0.658,-1.334,-0.188
